类型:蔬菜,名称:大白菜,最低价格:0.4,最高价格:0.6,平均价格:0.5,单位:斤,产地:冀鲁鄂,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:娃娃菜,最低价格:0.7,最高价格:1.0,平均价格:0.85,单位:斤,产地:豫鄂,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:小白菜,最低价格:2.2,最高价格:2.5,平均价格:2.35,单位:斤,产地:鲁冀川,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:圆白菜,最低价格:0.55,最高价格:0.7,平均价格:0.63,单位:斤,产地:鄂冀,规格:露地,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:圆白菜,最低价格:1.6,最高价格:2.3,平均价格:1.95,单位:斤,产地:鲁冀,规格:大棚,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:紫甘蓝,最低价格:1.2,最高价格:1.3,平均价格:1.25,单位:斤,产地:冀鲁宁,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:芹菜,最低价格:1.5,最高价格:1.8,平均价格:1.65,单位:斤,产地:鲁,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:西芹,最低价格:2.3,最高价格:2.5,平均价格:2.4,单位:斤,产地:鲁辽,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:菠菜,最低价格:2.2,最高价格:2.8,平均价格:2.5,单位:斤,产地:冀鲁,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:莴笋,最低价格:0.8,最高价格:1.5,平均价格:1.15,单位:斤,产地:浙闽云,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:团生菜,最低价格:2.0,最高价格:3.3,平均价格:2.65,单位:斤,产地:云,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:罗马生菜,最低价格:2.4,最高价格:2.6,平均价格:2.5,单位:斤,产地:云,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:散叶生菜,最低价格:3.3,最高价格:3.5,平均价格:3.4,单位:斤,产地:冀辽,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:油菜,最低价格:1.1,最高价格:1.4,平均价格:1.25,单位:斤,产地:鲁皖川,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:香菜,最低价格:2.8,最高价格:3.2,平均价格:3.0,单位:斤,产地:冀鲁,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:茴香,最低价格:4.0,最高价格:4.5,平均价格:4.25,单位:斤,产地:冀,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:韭菜,最低价格:2.0,最高价格:2.6,平均价格:2.3,单位:斤,产地:粤冀,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:苦菊,最低价格:5.6,最高价格:6.0,平均价格:5.8,单位:斤,产地:辽,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:油麦菜,最低价格:2.0,最高价格:3.8,平均价格:2.9,单位:斤,产地:冀鲁云,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:散菜花,最低价格:1.2,最高价格:2.3,平均价格:1.75,单位:斤,产地:陕云鲁,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:绿菜花,最低价格:2.0,最高价格:2.3,平均价格:2.15,单位:斤,产地:苏鄂浙,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:绿豆芽,最低价格:0.95,最高价格:1.0,平均价格:0.98,单位:斤,产地:,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:黄豆芽,最低价格:0.85,最高价格:0.9,平均价格:0.88,单位:斤,产地:,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:番茄,最低价格:1.6,最高价格:2.5,平均价格:2.05,单位:斤,产地:冀云川,规格:黑框,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:番茄,最低价格:2.8,最高价格:3.6,平均价格:3.2,单位:斤,产地:冀鲁,规格:纸箱\泡沫箱,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:番茄,最低价格:3.2,最高价格:4.0,平均价格:3.6,单位:斤,产地:蒙鲁,规格:白框,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:黄瓜,最低价格:1.8,最高价格:2.7,平均价格:2.25,单位:斤,产地:鲁辽云,规格:袋\箱,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:黄瓜,最低价格:3.0,最高价格:5.0,平均价格:4.0,单位:斤,产地:鲁,规格:干花\鲜花,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:小黄瓜,最低价格:4.7,最高价格:4.7,平均价格:4.7,单位:斤,产地:辽冀,规格:旱,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:小黄瓜,最低价格:6.5,最高价格:6.5,平均价格:6.5,单位:斤,产地:辽鲁,规格:荷兰,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:茄子,最低价格:2.4,最高价格:3.8,平均价格:3.1,单位:斤,产地:冀鲁云,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:长茄,最低价格:2.4,最高价格:3.0,平均价格:2.7,单位:斤,产地:辽,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:线茄,最低价格:4.0,最高价格:4.7,平均价格:4.35,单位:斤,产地:闽,规格:箱,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:广茄,最低价格:2.3,最高价格:2.4,平均价格:2.35,单位:斤,产地:闽,规格:箱,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:冬瓜,最低价格:1.45,最高价格:1.55,平均价格:1.5,单位:斤,产地:桂,规格:吊,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:冬瓜,最低价格:0.95,最高价格:1.0,平均价格:0.98,单位:斤,产地:新,规格:地,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:毛冬瓜,最低价格:1.6,最高价格:1.8,平均价格:1.7,单位:斤,产地:云,规格:长\小,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:架豆,最低价格:2.2,最高价格:3.8,平均价格:3.0,单位:斤,产地:云,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:豆王,最低价格:3.0,最高价格:4.5,平均价格:3.75,单位:斤,产地:云,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:扁豆,最低价格:2.5,最高价格:4.7,平均价格:3.6,单位:斤,产地:云,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:豇豆,最低价格:3.0,最高价格:4.0,平均价格:3.5,单位:斤,产地:云海,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:白不老,最低价格:3.5,最高价格:5.0,平均价格:4.25,单位:斤,产地:云,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:油豆,最低价格:4.0,最高价格:4.5,平均价格:4.25,单位:斤,产地:云,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:毛豆,最低价格:4.0,最高价格:4.3,平均价格:4.15,单位:斤,产地:粤闽,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:花生,最低价格:5.0,最高价格:5.3,平均价格:5.15,单位:斤,产地:苏,规格:泥\洗,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:玉米,最低价格:2.0,最高价格:2.2,平均价格:2.1,单位:斤,产地:海粤云,规格:黄,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:玉米,最低价格:2.9,最高价格:3.0,平均价格:2.95,单位:斤,产地:海粤云,规格:白\花,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:苦瓜,最低价格:6.5,最高价格:7.0,平均价格:6.75,单位:斤,产地:鲁,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:丝瓜,最低价格:6.5,最高价格:7.0,平均价格:6.75,单位:斤,产地:鲁,规格:长\短,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:西葫芦,最低价格:1.8,最高价格:2.4,平均价格:2.1,单位:斤,产地:鲁云,规格:箱,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:贝贝南瓜,最低价格:1.8,最高价格:2.0,平均价格:1.9,单位:斤,产地:蒙,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:金丝南瓜,最低价格:1.8,最高价格:2.0,平均价格:1.9,单位:斤,产地:蒙,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:板栗南瓜,最低价格:1.3,最高价格:1.5,平均价格:1.4,单位:斤,产地:蒙新,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:南北瓜,最低价格:0.7,最高价格:1.0,平均价格:0.85,单位:斤,产地:鄂川云,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:尖椒,最低价格:2.2,最高价格:3.9,平均价格:3.05,单位:斤,产地:冀辽鲁,规格:袋\箱,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:红尖椒,最低价格:4.0,最高价格:5.0,平均价格:4.5,单位:斤,产地:鲁皖,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:美人椒,最低价格:8.0,最高价格:9.0,平均价格:8.5,单位:斤,产地:鲁云,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:螺丝椒,最低价格:3.0,最高价格:4.5,平均价格:3.75,单位:斤,产地:鲁辽,规格:,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:柿子椒,最低价格:2.8,最高价格:3.9,平均价格:3.35,单位:斤,产地:鲁辽,规格:袋\箱,发布时间:2024-01-22 00:00:00
类型:蔬菜,名称:线椒,最低价格:3.0,最高价格:4.5,平均价格:3.75,单位:斤,产地:鲁,规格:新,发布时间:2024-01-22 00:00:00
